,Ticker,Quarter,Analyst,WeightTechnical
66980,AAP,2018 q1,"Chris Bottiglieri, CPA",0.010623665526509285
66981,AAP,2018 q1,Mr. BTIG M. Research,0.0
66982,AAP,2018 q1,Mike Baker,0.03333333507180214
66983,AAP,2018 q1,"Mr. Steven Forbes, CPA",0.0
66984,AAP,2018 q1,Ms. Elizabeth L G. Suzuki,0.01155140157788992
66985,AAP,2018 q1,"Mr. Bret D. Jordan, CFA, CFA",0.0
66986,AAP,2018 q1,Daniel H. Hofkin,0.0
66987,AAP,2018 q1,"Scot Ciccarelli, CFA",0.0
66990,AAP,2018 q1,Zain Akbari,0.0
66991,AAP,2018 q1,Matthew J. McClintock,0.0
66992,AZO,2018 q1,CFRA Research,0.0
66993,AZO,2018 q1,Mr. BTIG M. Research,0.0
66995,AZO,2018 q1,"Mr. Efraim Levy, CFA",0.0
66997,AZO,2018 q1,Mr. Seth I. Sigman,0.0
66998,AZO,2018 q1,"Nick E. Mitchell, CFA",0.0
66999,AZO,2018 q1,"Mr. Simeon Gutman, CFA",0.0
67000,AZO,2018 q1,Mr. Ben Bienvenu,0.0
67001,AZO,2018 q1,"Brian W. Nagel, CFA",0.02035411447286606
67003,AZO,2018 q1,Mike Baker,0.0
67004,AZO,2018 q1,Ms. Elizabeth L G. Suzuki,0.0
67005,AZO,2018 q1,Matthew J. McClintock,0.0
67006,AZO,2018 q1,"Chris Bottiglieri, CPA",0.0
67007,AZO,2018 q1,"Mr. Bret D. Jordan, CFA, CFA",0.0
67008,AZO,2018 q1,"Scot Ciccarelli, CFA",0.03333333507180214
67009,DG,2018 q1,CFRA Research,0.0
67010,DG,2018 q1,Karen Short,0.0
67011,DG,2018 q1,Patrick McKeever,0.007064910605549812
67012,DG,2018 q1,"Robert F. Ohmes, CFA",0.0
67013,DG,2018 q1,Mr. John E. Heinbockel,0.0
67014,DG,2018 q1,Mr. Vincent J. Sinisi,0.012957555241882801
67015,DG,2018 q1,Mr. Rupesh Parikh,0.011703760363161564
67016,DG,2018 q1,Mr. Joseph I. Feldman,0.0
67017,DG,2018 q1,"Scot Ciccarelli, CFA",0.0
67021,DG,2018 q1,SADIF Research,0.9192883968353271
67022,DG,2018 q1,"Mr. Daniel T. Binder, CFA, CFA",0.015866359695792198
67024,DG,2018 q1,"Ari Wald, CFA",0.03043530508875847
67027,DG,2018 q1,Mr. BTIG M. Research,0.0
67028,DLTR,2018 q1,CFRA Research,0.0
67029,DLTR,2018 q1,Mr. Peter J. Keith,0.0
67031,DLTR,2018 q1,Karen Short,0.0
67032,DLTR,2018 q1,"Paul E. Trussell, CFA",0.0
67033,DLTR,2018 q1,"Nick E. Mitchell, CFA",0.0
67036,DLTR,2018 q1,Mr. BTIG M. Research,0.0
67037,DLTR,2018 q1,Mr. Vincent J. Sinisi,0.0
67038,DLTR,2018 q1,"Scot Ciccarelli, CFA",0.0
67039,DLTR,2018 q1,Patrick McKeever,0.0
67040,DLTR,2018 q1,"Ms. Kelly L. Crago, CFA",0.0
67042,DLTR,2018 q1,Mr. Rupesh Parikh,0.0
67044,HD,2018 q1,Victor Ahluwalia,0.0
67045,HD,2018 q1,"Ms. Jaime M. M. Katz, CFA",0.0
67046,HD,2018 q1,"Mr. Steven Forbes, CPA",0.027683643624186516
67048,HD,2018 q1,Scott A. Mushkin,0.01955585740506649
67050,HD,2018 q1,"Mr. Seth M. Basham, CFA",0.0
67051,HD,2018 q1,Keith B. Hughes,0.0
67052,HD,2018 q1,Mr. Seth I. Sigman,0.00457597120354573
67053,HD,2018 q1,Mr. Peter J. Keith,0.0
67054,HD,2018 q1,Mr. BTIG M. Research,0.0
67055,HD,2018 q1,Mike Baker,0.03333333507180214
67056,HD,2018 q1,Ms. Elizabeth L G. Suzuki,0.0
67057,HD,2018 q1,"Scot Ciccarelli, CFA",0.0
67059,HD,2018 q1,"Mr. Daniel T. Binder, CFA, CFA",0.023435672745108604
67063,LOW,2018 q1,Victor Ahluwalia,0.0
67064,LOW,2018 q1,Scott A. Mushkin,0.0
67065,LOW,2018 q1,Mr. Seth I. Sigman,0.0
67068,LOW,2018 q1,Mike Baker,0.0
67069,LOW,2018 q1,Mr. BTIG M. Research,0.011428737392028173
67070,LOW,2018 q1,Ms. Elizabeth L G. Suzuki,0.016843119636178017
67071,LOW,2018 q1,"Mr. Steven Forbes, CPA",0.0
67072,LOW,2018 q1,Mr. Peter J. Keith,0.04725254327058792
67075,LOW,2018 q1,"Ms. Jaime M. M. Katz, CFA",0.0
67076,LOW,2018 q1,"Scot Ciccarelli, CFA",0.0
67081,ORLY,2018 q1,CFRA Research,0.0
67082,ORLY,2018 q1,"Mr. Efraim Levy, CFA",0.0
67083,ORLY,2018 q1,"Nick E. Mitchell, CFA",0.0
67084,ORLY,2018 q1,Mr. BTIG M. Research,0.0
67085,ORLY,2018 q1,Mr. Ben Bienvenu,0.0
67086,ORLY,2018 q1,"Chris Bottiglieri, CPA",0.017737820744514465
67087,ORLY,2018 q1,Ms. Elizabeth L G. Suzuki,0.0
67088,ORLY,2018 q1,"Mr. Bret D. Jordan, CFA, CFA",0.0
67089,ORLY,2018 q1,"Mr. Steven Forbes, CPA",0.0
67090,ORLY,2018 q1,"Scot Ciccarelli, CFA",0.0
67091,ORLY,2018 q1,"Mr. Seth M. Basham, CFA",0.0
67092,ORLY,2018 q1,Mr. Seth I. Sigman,0.0
67093,ORLY,2018 q1,"Brian W. Nagel, CFA",0.0
67094,ORLY,2018 q1,Mike Baker,0.0
67098,ORLY,2018 q1,SADIF Research,0.9139596223831177
67099,TSCO,2018 q1,SADIF Research,0.9693640470504761
67100,TSCO,2018 q1,Victor Ahluwalia,0.0
67101,TSCO,2018 q1,Ms. Elizabeth L G. Suzuki,0.021125275641679764
67102,TSCO,2018 q1,Mr. Joseph I. Feldman,0.0
67104,TSCO,2018 q1,"Charles E. Cerankosky, Jr",0.0
67107,TSCO,2018 q1,Mr. Peter J. Keith,0.0
67108,TSCO,2018 q1,Scott A. Mushkin,0.0
67110,TSCO,2018 q1,Mr. BTIG M. Research,0.0
67111,TSCO,2018 q1,Mr. Ben Bienvenu,0.0
67113,TSCO,2018 q1,Adam H. Sindler,0.0
67114,TSCO,2018 q1,"Scot Ciccarelli, CFA",0.0
67115,TSCO,2018 q1,"Brian W. Nagel, CFA",0.014824622310698032
67116,TSCO,2018 q1,Mr. Seth I. Sigman,0.0
67121,TSCO,2018 q1,"Mr. Steven Forbes, CPA",0.0
67124,GPC,2018 q1,CFRA Research,0.0
67126,GPC,2018 q1,"Mr. Efraim Levy, CFA",0.0
67127,GPC,2018 q1,"Mr. Bret D. Jordan, CFA, CFA",0.0
67128,GPC,2018 q1,"Chris Bottiglieri, CPA",0.0
67130,GPC,2018 q1,Ms. Elizabeth L G. Suzuki,0.0
67131,GPC,2018 q1,"Scot Ciccarelli, CFA",0.0
67133,KMX,2018 q1,"Chris Bottiglieri, CPA",0.0
67134,KMX,2018 q1,"Scot Ciccarelli, CFA",0.03333333507180214
67135,KMX,2018 q1,"Mr. Seth M. Basham, CFA",0.0
67136,KMX,2018 q1,Mr. Seth I. Sigman,0.00843604002147913
67137,KMX,2018 q1,Mr. John Healy,0.02010815590620041
67139,KMX,2018 q1,"Brian W. Nagel, CFA",0.0
67142,KMX,2018 q1,Mr. David Whiston,0.0
67143,KMX,2018 q1,"Mr. Efraim Levy, CFA",0.0
67144,KMX,2018 q1,"Mr. Andrew Fung, CFA",0.01146164070814848
67145,LKQ,2018 q1,SADIF Research,0.9710779786109924
67146,LKQ,2018 q1,CFRA Research,0.0
67148,LKQ,2018 q1,"Mr. Efraim Levy, CFA",0.0
67149,LKQ,2018 q1,"Elliott L. Schlang, CFA",0.0
67150,LKQ,2018 q1,"Chris Bottiglieri, CPA",0.0
67152,LKQ,2018 q1,"Hr. Sven Kreitmair, CFA",0.0
67153,LKQ,2018 q1,Mr. Scott L. Stember,0.0
67154,LKQ,2018 q1,"Ryan J. Merkel, CFA",0.0
67155,LKQ,2018 q1,"Mr. Bret D. Jordan, CFA, CFA",0.0
67157,LKQ,2018 q1,Mr. John Healy,0.01909455470740795
67159,BBY,2018 q1,"Mr. R.J. J. Hottovy, Jr",0.012346492148935795
67160,BBY,2018 q1,Victor Ahluwalia,0.0
67161,BBY,2018 q1,Scott A. Mushkin,0.0
67162,BBY,2018 q1,Mr. Seth I. Sigman,0.0
67164,BBY,2018 q1,Michael H. Pachter,0.0
67165,BBY,2018 q1,Mike Baker,0.0
67166,BBY,2018 q1,"Curtis Nagle, CFA",0.0
67167,BBY,2018 q1,"Mr. Simeon Gutman, CFA",0.0
67168,BBY,2018 q1,"Scot Ciccarelli, CFA",0.019653480499982834
67169,BBY,2018 q1,Mr. Peter J. Keith,0.0
67170,BBY,2018 q1,"Mr. Daniel T. Binder, CFA, CFA",0.03333333507180214
67172,BBY,2018 q1,SADIF Research,0.9795119166374207
67173,BBY,2018 q1,Mr. Joseph I. Feldman,0.037817854434251785
67174,ROST,2018 q1,Victor Ahluwalia,0.0
67176,ROST,2018 q1,Adrienne Y. Yih,0.0
67177,ROST,2018 q1,Pamela M. Quintiliano,0.0
67178,ROST,2018 q1,Bill Dreher,0.0
67179,ROST,2018 q1,"Nick E. Mitchell, CFA",0.0
67180,ROST,2018 q1,"Kimberly C. Greenberger, CFA",0.0
67181,ROST,2018 q1,"Lorraine C. Hutchinson, CFA",0.019633686169981956
67182,ROST,2018 q1,Ms. Dana L. Telsey,0.015060052275657654
67183,ROST,2018 q1,Mike Baker,0.0
67184,ROST,2018 q1,Mr. Robert S. Drbul,0.0
67185,ROST,2018 q1,"Mr. Oliver Chen, CFA",0.0
67186,ROST,2018 q1,Mr. Brian Tunick,0.03333333507180214
67187,ROST,2018 q1,Mr. Omar R. Saad,0.04355510324239731
67189,ROST,2018 q1,Bridget Weishaar,0.0
67190,TJX,2018 q1,Victor Ahluwalia,0.0
67191,TJX,2018 q1,"Ms. Roxanne F. Meyer, CFA",0.010280531831085682
67193,TJX,2018 q1,"Nick E. Mitchell, CFA",0.013939423952251673
67194,TJX,2018 q1,Adrienne Y. Yih,0.0
67195,TJX,2018 q1,"Kimberly C. Greenberger, CFA",0.015658395364880562
67197,TJX,2018 q1,Mike Baker,0.0
67198,TJX,2018 q1,"Lorraine C. Hutchinson, CFA",0.0
67199,TJX,2018 q1,Bill Dreher,0.0
67200,TJX,2018 q1,Pamela M. Quintiliano,0.0
67201,TJX,2018 q1,"Mr. Oliver Chen, CFA",0.0
67202,TJX,2018 q1,Mr. Robert S. Drbul,0.0
67203,TJX,2018 q1,Mr. Brian Tunick,0.0
67208,TGT,2018 q1,CFRA Research,0.0
67211,TGT,2018 q1,"Paul E. Trussell, CFA",0.0
67212,TGT,2018 q1,Patrick McKeever,0.0
67213,TGT,2018 q1,Bill Dreher,0.0
67214,TGT,2018 q1,Mr. Joseph I. Feldman,0.01438349299132824
67217,TGT,2018 q1,Mr. Seth I. Sigman,0.0
67218,TGT,2018 q1,"Mr. Oliver Chen, CFA",0.013194884173572063
67221,TGT,2018 q1,Mr. Christopher A. Jacobson,0.08293883502483368
67223,TGT,2018 q1,"John Brick, CFA",0.0
67224,TGT,2018 q1,"Mr. Simeon Gutman, CFA",0.0
67225,TGT,2018 q1,"Robert F. Ohmes, CFA",0.03333333507180214
67226,TGT,2018 q1,Mr. Robert S. Drbul,0.0
67228,AMZN,2018 q1,Mr. Derek Higa,0.0
67229,AMZN,2018 q1,Cedric Lecasble,0.0
67230,AMZN,2018 q1,Ms. Shubhadha Mathad,0.0
67231,AMZN,2018 q1,Mr. Brent J. Thill,0.0
67232,AMZN,2018 q1,CFRA Research,0.0
67233,AMZN,2018 q1,John Belton,0.0
67235,AMZN,2018 q1,Scott A. Mushkin,0.0
67236,AMZN,2018 q1,"Tuna N. Amobi, CFA",0.0
67239,AMZN,2018 q1,Mr. Robert Sanderson,0.01738976687192917
67240,AMZN,2018 q1,Ms. Shejal Ajmera,0.0
67242,AMZN,2018 q1,"Mr. R.J. J. Hottovy, Jr",0.0
67245,AMZN,2018 q1,"Shebly Seyrafi, CFA",0.03333333507180214
67246,AMZN,2018 q1,"Mr. Daniel L. Kurnos, CFA",0.0
67248,AMZN,2018 q1,Michael H. Pachter,0.0
67250,AMZN,2018 q1,Mr. Stephen D. Ju,0.0
67251,AMZN,2018 q1,Mr. Victor Anthony,0.0
67252,AMZN,2018 q1,Mr. Youssef H. Squali,0.0
67253,AMZN,2018 q1,"Mr. Shyam Patil, CFA",0.010369205847382545
67254,AMZN,2018 q1,Mr. Mark S. Mahaney,0.0059019168838858604
67256,AMZN,2018 q1,Lloyd Walmsley,0.0
67257,AMZN,2018 q1,Mr. Ross Sandler,0.0
67258,AMZN,2018 q1,Mr. Jason S. Helfstein,0.00962368119508028
67259,AMZN,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
67260,AMZN,2018 q1,Justin Post,0.0
67261,AMZN,2018 q1,Mr. Ryan Domyancic,0.0
67262,AMZN,2018 q1,Michael J. Olson,0.0
67263,AMZN,2018 q1,William Kerr,0.0
67264,AMZN,2018 q1,"Mr. Ronald V. Josey, III",0.0
67265,AMZN,2018 q1,"Mr. Michael Graham, CFA",0.0
67266,AMZN,2018 q1,Mr. Robert S. Drbul,0.0
67269,AMZN,2018 q1,Keith B. Hughes,0.0
67270,AMZN,2018 q1,Christopher J. Versace,0.03113497421145439
67276,AMZN,2018 q1,Myoungjoo Kim,0.013257930055260658
67278,AMZN,2018 q1,Mr. John DiFucci,0.0
67285,EXPE,2018 q1,CFRA Research,0.0
67286,EXPE,2018 q1,Mr. Jake A. Fuller,0.010303285593787829
67288,EXPE,2018 q1,Mr. Deepak Mathivanan,0.006111345952376723
67289,EXPE,2018 q1,Naved Khan,0.0
67290,EXPE,2018 q1,Justin Post,0.01834135316312313
67292,EXPE,2018 q1,Mr. Paul Bieber,0.0
67294,EXPE,2018 q1,Mr. Robert Sanderson,0.017000708729028702
67295,EXPE,2018 q1,"Tuna N. Amobi, CFA",0.0
67296,EXPE,2018 q1,Mr. Dan Wasiolek,0.005767946597188711
67298,EXPE,2018 q1,"Mr. Edward M. Woo, CFA",0.0
67300,EXPE,2018 q1,"Mr. Ronald V. Josey, III",0.0
67302,EXPE,2018 q1,Mr. Jason S. Helfstein,0.0
67303,EXPE,2018 q1,"Mr. Kevin C. Kopelman, CFA",0.0
67305,EXPE,2018 q1,"Mr. Shyam Patil, CFA",0.0
67309,EXPE,2018 q1,Michael J. Olson,0.0
67310,EXPE,2018 q1,Mr. Mark S. Mahaney,0.010345912538468838
67313,EXPE,2018 q1,Lloyd Walmsley,0.030177906155586243
67315,EXPE,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
67317,JWN,2018 q1,CFRA Research,0.0
67318,JWN,2018 q1,Bill Dreher,0.0
67319,JWN,2018 q1,Mr. Michael C. Binetti,0.0
67320,JWN,2018 q1,KC Katten,0.0
67323,JWN,2018 q1,Adrienne Y. Yih,0.007074858993291855
67325,JWN,2018 q1,Mr. Brian Tunick,0.0
67326,JWN,2018 q1,Ms. Dana L. Telsey,0.01676255837082863
67327,JWN,2018 q1,"Lorraine C. Hutchinson, CFA",0.0
67329,JWN,2018 q1,Erinn E. Murphy,0.0
67330,JWN,2018 q1,SADIF Research,0.953639805316925
67331,JWN,2018 q1,"Mr. Oliver Chen, CFA",0.0
67333,KSS,2018 q1,"Mr. Oliver Chen, CFA",0.0
67334,KSS,2018 q1,CFRA Research,0.0
67336,KSS,2018 q1,"Kimberly C. Greenberger, CFA",0.0
67337,KSS,2018 q1,Ms. Dana L. Telsey,0.0
67338,KSS,2018 q1,Bill Dreher,0.0
67339,KSS,2018 q1,Mr. Brian Tunick,0.0
67340,KSS,2018 q1,"Lorraine C. Hutchinson, CFA",0.01666666753590107
67341,KSS,2018 q1,Mr. Omar R. Saad,0.022380484268069267
67343,KSS,2018 q1,Patrick McKeever,0.0
67344,KSS,2018 q1,Erinn E. Murphy,0.0
67347,KSS,2018 q1,Mr. Randal J. Konik,0.0
67348,KSS,2018 q1,Mr. Robert S. Drbul,0.03137101233005524
67353,KSS,2018 q1,Bridget Weishaar,0.03333333507180214
67356,EBAY,2018 q1,Mr. Ross Sandler,0.0
67357,EBAY,2018 q1,Mr. Scott H. Kessler,0.0
67359,EBAY,2018 q1,Mr. Brent J. Thill,0.01927967555820942
67361,EBAY,2018 q1,"Mr. Ronald V. Josey, III",0.0
67362,EBAY,2018 q1,Mr. Stephen Turner,0.06228867173194885
67364,EBAY,2018 q1,"Mr. R.J. J. Hottovy, Jr",0.0
67366,EBAY,2018 q1,"Mr. Daniel L. Kurnos, CFA",0.021701245568692684
67368,EBAY,2018 q1,Lloyd Walmsley,0.0
67370,EBAY,2018 q1,Mr. Youssef H. Squali,0.01965694408863783
67371,EBAY,2018 q1,William Kerr,0.0
67372,EBAY,2018 q1,"Mr. Shyam Patil, CFA",0.0
67373,EBAY,2018 q1,Justin Post,0.01016879640519619
67374,EBAY,2018 q1,Michael J. Olson,0.010974007658660412
67375,EBAY,2018 q1,"Mr. Michael Graham, CFA",0.02215946838259697
67376,EBAY,2018 q1,Mr. Robert S. Drbul,0.0
67378,EBAY,2018 q1,John Belton,0.0
67382,GPS,2018 q1,Victor Ahluwalia,0.0
67384,GPS,2018 q1,Anna A. Andreeva,0.0
67386,GPS,2018 q1,Bridget Weishaar,0.0
67387,GPS,2018 q1,"Kimberly C. Greenberger, CFA",0.0
67388,GPS,2018 q1,Adrienne Y. Yih,0.015229286625981331
67389,GPS,2018 q1,"Ms. Kelly L. Crago, CFA",0.0
67390,GPS,2018 q1,Mr. Chethan Mallela,0.0
67391,GPS,2018 q1,"Lorraine C. Hutchinson, CFA",0.0
67392,GPS,2018 q1,"Ms. Roxanne F. Meyer, CFA",0.03672679327428341
67393,GPS,2018 q1,Ms. Dana L. Telsey,0.0
67394,GPS,2018 q1,Mr. Robert S. Drbul,0.01930956169962883
67395,GPS,2018 q1,"Mr. Oliver Chen, CFA",0.0
67396,GPS,2018 q1,Mr. Omar R. Saad,0.046622954308986664
67397,GPS,2018 q1,Pamela M. Quintiliano,0.0
67398,GPS,2018 q1,Mr. Brian Tunick,0.0
67402,LB,2018 q1,Victor Ahluwalia,0.0
67403,LB,2018 q1,Ms. Dana L. Telsey,0.0
67407,LB,2018 q1,Adrienne Y. Yih,0.012046018615365028
67408,LB,2018 q1,"Kimberly C. Greenberger, CFA",0.0
67409,LB,2018 q1,"Lorraine C. Hutchinson, CFA",0.004190510759751002
67410,LB,2018 q1,Mr. Chethan Mallela,0.0
67411,LB,2018 q1,"Mr. Oliver Chen, CFA",0.0
67412,LB,2018 q1,Mr. Brian Tunick,0.0
67413,LB,2018 q1,Mr. Omar R. Saad,0.018332069739699364
67414,LB,2018 q1,"Ms. Kelly L. Crago, CFA",0.0
67415,LB,2018 q1,"Ms. Roxanne F. Meyer, CFA",0.021960027515888214
67417,LB,2018 q1,Mr. Robert S. Drbul,0.0
67418,LB,2018 q1,Erinn E. Murphy,0.0
67429,LB,2018 q1,Mr. Randal J. Konik,0.0
67437,TIF,2018 q1,Bill Dreher,0.0
67438,TIF,2018 q1,Victor Ahluwalia,0.0
67439,TIF,2018 q1,"Mr. Oliver Chen, CFA",0.0
67441,TIF,2018 q1,"Kimberly C. Greenberger, CFA",0.0060367765836417675
67442,TIF,2018 q1,"Lorraine C. Hutchinson, CFA",0.018575927863518398
67443,TIF,2018 q1,Mr. Michael C. Binetti,0.0
67444,TIF,2018 q1,Mr. Robert S. Drbul,0.0
67445,TIF,2018 q1,Mr. Brian Tunick,0.006790660787373781
67446,TIF,2018 q1,KC Katten,0.0
67447,TIF,2018 q1,Mr. Erwan Rambourg,0.0
67448,TIF,2018 q1,Ms. Dana L. Telsey,0.0
67454,TIF,2018 q1,Fr. Jelena Sokolova,0.0
67457,TIF,2018 q1,Mr. Omar R. Saad,0.0326412208378315
67459,TIF,2018 q1,Mr. Randal J. Konik,0.0
67460,BKNG,2018 q1,Mr. Marc Pouey,0.02910130750387907
67461,AAP,2018 q2,Mr. Marc Pouey,0.0
67462,AAP,2018 q2,S&P pool,0.0
67464,AAP,2018 q2,Mr. Ali-Ahmad Faghri,0.0
67465,AAP,2018 q2,Mr. Ben Bienvenu,0.0
67466,AAP,2018 q2,"Chris Bottiglieri, CPA",0.0
67467,AAP,2018 q2,"Mr. Bret D. Jordan, CFA, CFA",0.0
67468,AAP,2018 q2,"Scot Ciccarelli, CFA",0.0
67469,AAP,2018 q2,"Brian W. Nagel, CFA",0.0
67471,AAP,2018 q2,Mr. Seth I. Sigman,0.0
67472,AMZN,2018 q2,Mr. Brian Tanquilut,0.0
67473,AMZN,2018 q2,Scott A. Mushkin,0.0
67474,AMZN,2018 q2,S&P pool,0.0
67475,AMZN,2018 q2,Mr. David J. Kerstens,0.0
67478,AMZN,2018 q2,"Mr. R.J. J. Hottovy, Jr",0.0
67479,AMZN,2018 q2,David S. MacDonald,0.0
67480,AMZN,2018 q2,"Mr. Brian T. Nowak, CFA",0.0
67481,AMZN,2018 q2,Mr. Youssef H. Squali,0.0
67482,AMZN,2018 q2,Ms. Shubhadha Mathad,0.01666666753590107
67483,AMZN,2018 q2,Mr. Robert Sanderson,0.0
67484,AMZN,2018 q2,William Kerr,0.0
67486,AMZN,2018 q2,CFRA Research,0.0
67487,AMZN,2018 q2,Mr. Joseph I. Feldman,0.0
67488,AMZN,2018 q2,Ms. Helane R. Becker,0.0
67489,AMZN,2018 q2,Mr. Robert B. Moskow,0.0
67494,AMZN,2018 q2,"Shebly Seyrafi, CFA",0.0
67495,AMZN,2018 q2,Ms. Lenore Hawkins,0.049057817086577415
67496,AMZN,2018 q2,Michael H. Pachter,0.0
67497,AMZN,2018 q2,"Mr. Daniel L. Kurnos, CFA",0.0
67498,AMZN,2018 q2,Mr. Victor Anthony,0.0
67499,AMZN,2018 q2,Justin Post,0.0
67500,AMZN,2018 q2,Lloyd Walmsley,0.0
67501,AMZN,2018 q2,"Mr. Shyam Patil, CFA",0.0
67503,AMZN,2018 q2,Mr. Stephen D. Ju,0.0
67504,AMZN,2018 q2,Michael J. Olson,0.0
67506,AMZN,2018 q2,Mr. Brent J. Thill,0.0
67507,AMZN,2018 q2,"Mr. Ronald V. Josey, III",0.0
67508,AMZN,2018 q2,Mr. Jason S. Helfstein,0.0
67509,AMZN,2018 q2,Mr. Ryan Domyancic,0.0
67510,AMZN,2018 q2,"Mr. Michael Graham, CFA",0.0
67512,AMZN,2018 q2,Mr. Robert S. Drbul,0.0
67517,AMZN,2018 q2,Mr. Andrew Lane,0.10879391431808472
67518,AMZN,2018 q2,John Belton,0.0
67519,AMZN,2018 q2,Ms. Judah C. Frommer,0.0
67520,AZO,2018 q2,S&P pool,0.0
67523,AZO,2018 q2,"Chris Bottiglieri, CPA",0.0
67524,AZO,2018 q2,Mr. Ali-Ahmad Faghri,0.0
67525,AZO,2018 q2,Mr. Ben Bienvenu,0.0
67526,AZO,2018 q2,"Mr. Simeon Gutman, CFA",0.0
67527,AZO,2018 q2,"Mr. Bret D. Jordan, CFA, CFA",0.010142640210688114
67528,AZO,2018 q2,Matthew J. McClintock,0.02188626118004322
67529,AZO,2018 q2,"Scot Ciccarelli, CFA",0.0
67530,AZO,2018 q2,"Brian W. Nagel, CFA",0.01904217340052128
67532,AZO,2018 q2,Mr. Seth I. Sigman,0.0
67533,DG,2018 q2,S&P pool,0.0
67534,DG,2018 q2,"Robert F. Ohmes, CFA",0.0
67535,DG,2018 q2,Karen Short,0.0
67536,DG,2018 q2,Scott A. Mushkin,0.0
67537,DG,2018 q2,"Scot Ciccarelli, CFA",0.0
67538,DG,2018 q2,Mr. Joseph I. Feldman,0.0
67539,DG,2018 q2,"Ms. Kelly L. Crago, CFA",0.023074384778738022
67540,DG,2018 q2,Mr. John E. Heinbockel,0.0
67541,DG,2018 q2,Ms. Judah C. Frommer,0.0
67542,DG,2018 q2,Mr. Rupesh Parikh,0.0
67543,DG,2018 q2,SADIF Research,0.9198048710823059
67544,DLTR,2018 q2,Ms. Judah C. Frommer,0.0
67545,DLTR,2018 q2,Mr. Vincent J. Sinisi,0.0
67546,DLTR,2018 q2,S&P pool,0.0
67547,DLTR,2018 q2,Mr. Rupesh Parikh,0.021974461153149605
67548,DLTR,2018 q2,Patrick McKeever,0.0
67550,DLTR,2018 q2,Mr. Peter J. Keith,0.0
67551,DLTR,2018 q2,Karen Short,0.0
67552,DLTR,2018 q2,"Ms. Kelly L. Crago, CFA",0.005884298589080572
67553,DLTR,2018 q2,"Scot Ciccarelli, CFA",0.0
67556,DLTR,2018 q2,SADIF Research,0.9344202280044556
67557,DLTR,2018 q2,CFRA Research,0.0
67560,JWN,2018 q2,S&P pool,0.0
67562,JWN,2018 q2,Adrienne Y. Yih,0.012316590640693903
67563,JWN,2018 q2,"Paul E. Trussell, CFA",0.02241317741572857
67566,JWN,2018 q2,"Kimberly C. Greenberger, CFA",0.0
67567,JWN,2018 q2,CFRA Research,0.0
67568,JWN,2018 q2,Mr. Omar R. Saad,0.03699406981468201
67569,JWN,2018 q2,"Lorraine C. Hutchinson, CFA",0.0
67570,JWN,2018 q2,Ms. Dana L. Telsey,0.0
67571,JWN,2018 q2,"Mr. Oliver Chen, CFA",0.0
67572,JWN,2018 q2,Erinn E. Murphy,0.01091378927230835
67573,JWN,2018 q2,Bill Dreher,0.0
67575,KMX,2018 q2,"Chris Bottiglieri, CPA",0.01046312041580677
67576,KMX,2018 q2,S&P pool,0.0
67577,KMX,2018 q2,Glenn E. Chin,0.012432290241122246
67578,KMX,2018 q2,"Mr. Seth M. Basham, CFA",0.0
67579,KMX,2018 q2,Mr. John Healy,0.020890864233175915
67580,KMX,2018 q2,Mr. Ali-Ahmad Faghri,0.0
67581,KMX,2018 q2,"Mr. Rick Nelson, CFA",0.0
67582,KMX,2018 q2,Mr. Seth I. Sigman,0.0
67583,KMX,2018 q2,"Ms. Sharon M. Zackfia, CFA",0.0
67584,KMX,2018 q2,"Scot Ciccarelli, CFA",0.011111111690600714
67586,KMX,2018 q2,"Brian W. Nagel, CFA",0.0
67590,KMX,2018 q2,Mr. Matthew T. Paige,0.0
67593,KMX,2018 q2,CFRA Research,0.0
67602,KMX,2018 q2,"Mr. John J. Murphy, CFA",0.0
67604,KMX,2018 q2,Mr. Rod A. Lache,0.0
67612,KSS,2018 q2,Mr. Randal J. Konik,0.005505661945790052
67613,KSS,2018 q2,S&P pool,0.0
67614,KSS,2018 q2,SADIF Research,0.9517840147018433
67615,KSS,2018 q2,Erinn E. Murphy,0.007045959588140249
67616,KSS,2018 q2,"Paul E. Trussell, CFA",0.0
67617,KSS,2018 q2,Ms. Dana L. Telsey,0.0
67619,KSS,2018 q2,"Lorraine C. Hutchinson, CFA",0.0
67620,KSS,2018 q2,Mr. Michael C. Binetti,0.01399014238268137
67622,KSS,2018 q2,Patrick McKeever,0.0
67623,KSS,2018 q2,"Kimberly C. Greenberger, CFA",0.0
67625,KSS,2018 q2,Bill Dreher,0.0
67626,KSS,2018 q2,Mr. Robert S. Drbul,0.010173123329877853
67628,KSS,2018 q2,Mr. Brian Tunick,0.0
67630,KSS,2018 q2,Mr. Omar R. Saad,0.04056333005428314
67632,ORLY,2018 q2,S&P pool,0.0
67633,ORLY,2018 q2,SADIF Research,0.9139683246612549
67634,ORLY,2018 q2,CFRA Research,0.0
67635,ORLY,2018 q2,Mr. Brian D. Callen,0.0
67637,ORLY,2018 q2,Mr. Ali-Ahmad Faghri,0.0
67638,ORLY,2018 q2,Mr. Ben Bienvenu,0.0
67639,ORLY,2018 q2,"A. Carolina Jolly, CFA",0.012046785093843937
